Company,Area,Skill,Count,% of Profiles
Google,Tools and Technologies,LTE,1,1%
Microsoft,other skills,LTSpice,1,0%
Facebook,other skills,LTV,1,0%
Microsoft,other skills,Lua,1,0%
Google,other skills,Lucene,1,1%
Microsoft,other skills,Lucene,2,1%
Amazon,other skills,LyX,2,1%
Facebook,Tools and Technologies,Mac,1,0%
Google,other skills,Mac OS,2,1%
Microsoft,Tools and Technologies,Mac OS X,1,0%
Microsoft,other skills,Mac OS X Server,1,0%
Facebook,Industry Knowledge,Machine Learning,114,32%
Google,Industry Knowledge,Machine Learning,70,50%
Amazon,Industry Knowledge,Machine Learning,92,53%
Microsoft,Industry Knowledge,Machine Learning,190,57%
Apple,Industry Knowledge,Machine Learning,115,59%
Facebook,other skills,Machine Psychology,1,0%
Microsoft,other skills,Machine Translation,1,0%
Microsoft,Industry Knowledge,Machining,1,0%
Google,Industry Knowledge,Machining,1,1%
Facebook,other skills,Machining,1,0%
Microsoft,Industry Knowledge,Macroeconomics,1,0%
Amazon,Industry Knowledge,Macroeconomics,1,1%
Facebook,Industry Knowledge,Macroeconomics,2,1%
Facebook,Tools and Technologies,Magento,1,0%
Facebook,other skills,Magnetism,1,0%
Microsoft,Tools and Technologies,Mahout,3,1%
Microsoft,other skills,Malware Analysis,1,0%
Facebook,other skills,Manage Client Relationships,1,0%
Google,interpersonal skills,Management,11,8%
Apple,Interpersonal Skills,Management,17,9%
Microsoft,interpersonal skills,Management,31,9%
Amazon,interpersonal skills,Management,20,11%
Facebook,interpersonal skills,Management,42,12%
Microsoft,Industry Knowledge,Management Consulting,6,2%
Amazon,Industry Knowledge,Management Consulting,9,5%
Facebook,Industry Knowledge,Management Consulting,19,5%
Google,Industry Knowledge,Management Consulting,8,6%
Microsoft,Industry Knowledge,Managerial Finance,1,0%
Google,other skills,Managing Meetings,1,1%
Microsoft,other skills,Managing Processes,1,0%
Amazon,other skills,Mandarin,1,1%
Microsoft,Industry Knowledge,Manual Testing,2,1%
Amazon,Industry Knowledge,Manufacturing,1,1%
Facebook,Industry Knowledge,Manufacturing,3,1%
Microsoft,Industry Knowledge,Manufacturing,2,1%
Amazon,Industry Knowledge,Manufacturing Engineering,2,1%
Amazon,other skills,Map reduce,1,1%
Google,other skills,MapInfo Professional,1,1%
Amazon,other skills,Maple,1,1%
Microsoft,other skills,Maple,4,1%
Facebook,other skills,MapReduce,6,2%
Amazon,other skills,MapReduce,7,4%
Microsoft,other skills,MapReduce,21,6%
Apple,Other Skills,MapReduce,14,7%
Google,other skills,MapReduce,11,8%
Facebook,Industry Knowledge,Market Analysis,2,1%
Google,Industry Knowledge,Market Analysis,1,1%
Microsoft,Industry Knowledge,Market Analysis,2,1%
Amazon,other skills,Market Analysis,1,1%
Amazon,other skills,Market Basket Analysis,1,1%
Facebook,other skills,Market Entry,2,1%
Google,other skills,Market Making,1,1%
Apple,Industry Knowledge,Market Research,7,4%
Google,Industry Knowledge,Market Research,5,4%
Microsoft,Industry Knowledge,Market Research,14,4%
Facebook,Industry Knowledge,Market Research,22,6%
Amazon,Industry Knowledge,Market Research,12,7%
Facebook,Industry Knowledge,Market Risk,1,0%
Amazon,Industry Knowledge,Marketing,2,1%
Microsoft,Industry Knowledge,Marketing,8,2%
Facebook,Industry Knowledge,Marketing,17,5%
Google,Industry Knowledge,Marketing,7,5%
Amazon,other skills,Marketing Analytics,2,1%
Facebook,other skills,Marketing Analytics,3,1%
Microsoft,other skills,Marketing Analytics,3,1%
Facebook,other skills,Marketing Automation,1,0%
Microsoft,other skills,Marketing Automation,1,0%
Amazon,Industry Knowledge,Marketing Communications,1,1%
Google,Industry Knowledge,Marketing Communications,1,1%
Facebook,other skills,Marketing Communications,1,0%
Microsoft,Industry Knowledge,Marketing Management,1,0%
Facebook,other skills,Marketing Mix Modeling,1,0%
Microsoft,other skills,Marketing Operations,1,0%
Facebook,other skills,Marketing Research,1,0%
Microsoft,other skills,Marketing Research,1,0%
Amazon,other skills,Marketing Research,1,1%
Google,other skills,Marketing Research,1,1%
Amazon,Industry Knowledge,Marketing Strategy,2,1%
Microsoft,Industry Knowledge,Marketing Strategy,3,1%
Facebook,Industry Knowledge,Marketing Strategy,10,3%
Google,Industry Knowledge,Marketing Strategy,6,4%
Facebook,Tools and Technologies,Marketo,1,0%
Google,other skills,Markov Chain Monte Carlo,1,1%
Facebook,other skills,Markov Chain Monte Carlo Methods,1,0%
Facebook,other skills,Markov Decision Processes,1,0%
Facebook,Industry Knowledge,Mass Spectrometry,1,0%
Microsoft,other skills,Mass Transfer,1,0%
Microsoft,Industry Knowledge,Master Data Management,1,0%
Amazon,other skills,Material Selection,1,1%
Amazon,Industry Knowledge,Materials Management,1,1%
Amazon,Industry Knowledge,Materials Science,1,1%
Facebook,Industry Knowledge,Materials Science,4,1%
Google,Industry Knowledge,Materials Science,1,1%
Microsoft,Tools and Technologies,MathCAD,2,1%
Facebook,Tools and Technologies,Mathematica,15,4%
Amazon,Tools and Technologies,Mathematica,8,5%
Microsoft,Tools and Technologies,Mathematica,20,6%
Google,Tools and Technologies,Mathematica,11,8%
Apple,Tools and Technologies,Mathematica,16,8%
Facebook,other skills,Mathematical Analysis,1,0%
Microsoft,other skills,Mathematical Logic,1,0%
Google,other skills,Mathematical Logic,1,1%
Amazon,Industry Knowledge,Mathematical Modeling,19,11%
Apple,Industry Knowledge,Mathematical Modeling,22,11%
Google,Industry Knowledge,Mathematical Modeling,16,11%
Facebook,Industry Knowledge,Mathematical Modeling,42,12%
Microsoft,Industry Knowledge,Mathematical Modeling,44,13%
Google,other skills,Mathematical Modeling,4,3%
Facebook,other skills,Mathematical Programming,1,0%
Microsoft,other skills,Mathematical Programming,1,0%
Amazon,other skills,Mathematical Programming,2,1%
Google,other skills,Mathematical Programming,1,1%
Google,other skills,Mathematical Statistics,1,1%
Microsoft,Industry Knowledge,Mathematics,10,3%
Apple,Industry Knowledge,Mathematics,8,4%
Amazon,Industry Knowledge,Mathematics,9,5%
Facebook,Industry Knowledge,Mathematics,28,8%
Google,Industry Knowledge,Mathematics,21,15%
Facebook,Tools and Technologies,Matlab,96,27%
Microsoft,Tools and Technologies,Matlab,116,35%
Amazon,Tools and Technologies,Matlab,67,39%
Google,Tools and Technologies,Matlab,61,43%
Apple,Tools and Technologies,Matlab,88,45%
Amazon,other skills,Matplotlib,2,1%
Facebook,other skills,Matplotlib,4,1%
Microsoft,other skills,Matplotlib,3,1%
Google,Tools and Technologies,Maven,1,1%
Microsoft,other skills,MDX,1,0%
Google,other skills,Meat,1,1%
Microsoft,Industry Knowledge,Mechanical Engineering,1,0%
Amazon,Industry Knowledge,Mechanical Engineering,2,1%
Facebook,Industry Knowledge,Mechanical Engineering,4,1%
Google,Industry Knowledge,Mechanical Engineering,1,1%
Google,Industry Knowledge,Media Buying,1,1%
Facebook,other skills,Media Buying,1,0%
Facebook,Industry Knowledge,Medical Devices,1,0%
Microsoft,Industry Knowledge,Medical Devices,1,0%
Amazon,Industry Knowledge,Medical Imaging,1,1%
Facebook,Industry Knowledge,Medical Imaging,2,1%
Microsoft,Industry Knowledge,Medical Imaging,3,1%
Microsoft,other skills,Medical Tourism,1,0%
Microsoft,Industry Knowledge,Medicare,1,0%
Microsoft,other skills,Membrane Proteins,1,0%
Facebook,other skills,MEMS,1,0%
Facebook,interpersonal skills,Mentoring,1,0%
Google,interpersonal skills,Mentoring,1,1%
Microsoft,interpersonal skills,Mentoring,5,2%
Google,Industry Knowledge,MEP,1,1%
Facebook,other skills,MEP,1,0%
Facebook,Industry Knowledge,Merchandising,1,0%
Microsoft,Industry Knowledge,Mergers & Acquisitions,1,0%
Facebook,Industry Knowledge,Mergers & Acquisitions,3,1%
Microsoft,other skills,Message Passing Interface (MPI),1,0%
Amazon,other skills,Meta-analysis,1,1%
Amazon,other skills,Meteorology,1,1%
Microsoft,other skills,Metric Development,1,0%
Microsoft,other skills,Metrics,1,0%
Microsoft,other skills,Microarray,1,0%
Microsoft,other skills,Microarrays,1,0%
Facebook,other skills,Microbial Ecology,1,0%
Facebook,Industry Knowledge,Microcontrollers,1,0%
Microsoft,Industry Knowledge,Microcontrollers,1,0%
Facebook,other skills,Microeconomics,1,0%
Microsoft,other skills,Microeconomics,1,0%
Amazon,other skills,Microeconomics,1,1%
Amazon,other skills,Microfluidics,1,1%
Microsoft,other skills,Microprocessor Programming(8086) and Interfacing,1,0%
Amazon,Industry Knowledge,Microscopy,1,1%
Google,Industry Knowledge,Microscopy,1,1%
Microsoft,Industry Knowledge,Microscopy,4,1%
Facebook,other skills,Microscopy,1,0%
Amazon,Tools and Technologies,Microsoft Access,1,1%
Facebook,Tools and Technologies,Microsoft Access,2,1%
Microsoft,Tools and Technologies,Microsoft Access,2,1%
Microsoft,Tools and Technologies,Microsoft Azure,10,3%
Microsoft,Tools and Technologies,Microsoft Azure ML,5,2%
Microsoft,Tools and Technologies,Microsoft CRM,1,0%
Microsoft,Tools and Technologies,Ms Excel,47,14%
Google,Tools and Technologies,Ms Excel,26,18%
Facebook,Tools and Technologies,Ms Excel,101,29%
Amazon,Tools and Technologies,Ms Excel,73,42%
Apple,Tools and Technologies,Ms Excel,41,21%
Facebook,Tools and Technologies,Microsoft Excel VBA,1,0%
Google,Tools and Technologies,Microsoft Office,19,13%
Microsoft,Tools and Technologies,Microsoft Office,55,17%
Facebook,Tools and Technologies,Microsoft Office,86,25%
Amazon,Tools and Technologies,Microsoft Office,62,36%
Apple,Tools and Technologies,Microsoft Office,39,20%
Microsoft,Tools and Technologies,Microsoft Outlook,1,0%
Facebook,Tools and Technologies,Microsoft Power BI,1,0%
Microsoft,Tools and Technologies,Microsoft Power BI,1,0%
Google,Tools and Technologies,Microsoft PowerPoint,2,1%
Microsoft,Tools and Technologies,Microsoft PowerPoint,5,2%
Facebook,Tools and Technologies,Microsoft PowerPoint,12,3%
Amazon,Tools and Technologies,Microsoft PowerPoint,8,5%
Facebook,Tools and Technologies,Microsoft Project,1,0%
Google,Tools and Technologies,Microsoft SQL Server,3,2%
Amazon,Tools and Technologies,Microsoft SQL Server,11,6%
Facebook,Tools and Technologies,Microsoft SQL Server,20,6%
Microsoft,Tools and Technologies,Microsoft SQL Server,41,12%
Facebook,other skills,Microsoft Suites,1,0%
Microsoft,Tools and Technologies,Microsoft Technologies,3,1%
Microsoft,Tools and Technologies,Microsoft Visual Studio,1,0%
Google,Tools and Technologies,Microsoft Word,5,4%
Microsoft,Tools and Technologies,Microsoft Word,18,5%
Amazon,Tools and Technologies,Microsoft Word,10,6%
Facebook,Tools and Technologies,Microsoft Word,38,11%
Apple,Tools and Technologies,Microsoft Word,9,5%
Facebook,other skills,Microstrategy,1,0%
Google,other skills,Microstrategy,1,1%
Facebook,other skills,Middle East Politics,1,0%
Microsoft,other skills,Middleware,1,0%
Google,Industry Knowledge,Military,1,1%
Facebook,other skills,Military,1,0%
Facebook,Tools and Technologies,Minitab,3,1%
Google,Tools and Technologies,Minitab,1,1%
Microsoft,Tools and Technologies,Minitab,5,2%
Amazon,Tools and Technologies,Minitab,10,6%
Facebook,Tools and Technologies,MIS,1,0%
Facebook,Industry Knowledge,Mixed Signal,1,0%
Amazon,Industry Knowledge,Mixed Signal,1,1%
Google,Tools and Technologies,Mixpanel,1,1%
Microsoft,Industry Knowledge,Mobile Advertising,1,0%
Facebook,Industry Knowledge,Mobile Advertising,2,1%
Google,Industry Knowledge,Mobile Applications,2,1%
Amazon,Industry Knowledge,Mobile Applications,3,2%
Facebook,Industry Knowledge,Mobile Applications,8,2%
Microsoft,Industry Knowledge,Mobile Applications,10,3%
Facebook,other skills,Mobile Cloud,1,0%
Amazon,Industry Knowledge,Mobile Devices,1,1%
Microsoft,Industry Knowledge,Mobile Devices,5,2%
Facebook,Industry Knowledge,Mobile Devices,11,3%
Google,Industry Knowledge,Mobile Devices,4,3%
Microsoft,other skills,Mobile Game Development,1,0%
Facebook,Industry Knowledge,Mobile Games,1,0%
Microsoft,Industry Knowledge,Mobile Games,1,0%
Facebook,Industry Knowledge,Mobile Marketing,2,1%
Amazon,other skills,Mobile Product Development,1,1%
Microsoft,other skills,Mobile Social Networking,1,0%
Microsoft,Industry Knowledge,Mobile Technology,1,0%
Amazon,other skills,Model Building,1,1%
Facebook,other skills,Model Validation,1,0%
Amazon,Industry Knowledge,Modeling,4,2%
Google,Industry Knowledge,Modeling,3,2%
Microsoft,Industry Knowledge,Modeling,8,2%
Facebook,Industry Knowledge,Modeling,12,3%
Apple,Industry Knowledge,Modeling,10,5%
Facebook,other skills,ModelSim,1,0%
Microsoft,other skills,MOE,1,0%
Microsoft,other skills,MOF,1,0%
Amazon,Industry Knowledge,Molecular Biology,1,1%
Facebook,Industry Knowledge,Molecular Biology,3,1%
Microsoft,Industry Knowledge,Molecular Biology,9,3%
Microsoft,Industry Knowledge,Molecular Cloning,1,0%
Facebook,other skills,Molecular Genetics,1,0%
Microsoft,other skills,Monetization,1,0%
Facebook,other skills,Monetization,2,1%
Microsoft,Tools and Technologies,MongoDB,8,2%
Amazon,Tools and Technologies,MongoDB,7,4%
Facebook,Tools and Technologies,MongoDB,13,4%
Apple,Other Skills,Monte Carlo Simulation,6,3%
Facebook,other skills,Monte Carlo Simulation,9,3%
Microsoft,other skills,Monte Carlo Simulation,11,3%
Google,other skills,Monte Carlo Simulation,5,4%
Amazon,other skills,Monte Carlo Simulation,8,5%
Facebook,other skills,Mosel,1,0%
Facebook,interpersonal skills,Motivational Speaking,1,0%
Facebook,other skills,MPI,1,0%
Microsoft,other skills,MPI,4,1%
Google,Industry Knowledge,MPLS,1,1%
Facebook,other skills,MPLS,1,0%
Facebook,other skills,MRI,1,0%
Microsoft,other skills,MRI,1,0%
Facebook,other skills,MS Excel Pivot Tables,1,0%
Microsoft,other skills,MS Excel Pivot Tables,1,0%
Facebook,other skills,MS Office Suite,1,0%
Facebook,Tools and Technologies,MS Project,1,0%
Amazon,Tools and Technologies,Ms Project,1,1%
Microsoft,Tools and Technologies,MS Project,5,2%
Facebook,other skills,Multi-channel Campaign Management,1,0%
Facebook,Industry Knowledge,Multi-channel Marketing,1,0%
Microsoft,Industry Knowledge,Multi-channel Marketing,1,0%
Amazon,other skills,Multicultural Education,1,1%
Google,other skills,Multilayer Perceptron,1,1%
Amazon,Industry Knowledge,Multilingual,1,1%
Amazon,other skills,Multiphase Flow,1,1%
Google,Industry Knowledge,Multiprotocol Label Switching (MPLS),1,1%
Facebook,other skills,Multiprotocol Label Switching (MPLS),1,0%
Microsoft,other skills,multiscale signal representation,1,0%
Facebook,other skills,Multisim,1,0%
Google,other skills,Multithreaded application development,1,1%
Microsoft,Industry Knowledge,Multithreading,5,2%
Google,other skills,Multivariable Calculus,1,1%
Amazon,other skills,Multivariate Analysis,1,1%
Facebook,other skills,Multivariate Analysis,4,1%
Google,other skills,Multivariate Analysis,2,1%
Microsoft,other skills,Multivariate Analysis,3,1%
Facebook,other skills,Multivariate Statistics,1,0%
Amazon,other skills,Multivariate Statistics,1,1%
Google,other skills,Multivariate Statistics,1,1%
Microsoft,other skills,Multivariate Statistics,4,1%
Facebook,other skills,Multivariate Testing,1,0%
Facebook,Industry Knowledge,Music,2,1%
Google,Industry Knowledge,Music,1,1%
Google,other skills,Music Information Retrieval,1,1%
Amazon,Industry Knowledge,Music Production,1,1%
Amazon,Industry Knowledge,Music Theory,1,1%
Facebook,Industry Knowledge,Musical Theatre,1,0%
Facebook,other skills,NAG Library,1,0%
Facebook,other skills,Nanofabrication,1,0%
Google,other skills,Nanofabrication,2,1%
Facebook,Industry Knowledge,Nanomaterials,1,0%
Google,Industry Knowledge,Nanotechnology,2,1%
Microsoft,Industry Knowledge,Nanotechnology,3,1%
Facebook,Industry Knowledge,Nanotechnology,6,2%
Facebook,other skills,Nastran,1,0%
Google,other skills,Native Brazilian Portuguese,1,1%
Google,other skills,Native English,1,1%
Amazon,other skills,Natural Language Processing,1,1%
Apple,Other Skills,Natural Language Processing,6,3%
Facebook,other skills,Natural Language Processing,14,4%
Google,other skills,Natural Language Processing,6,4%
Amazon,other skills,Natural Language Processing,10,6%
Microsoft,other skills,Natural Language Processing,32,10%
Google,Industry Knowledge,Navy,1,1%
Facebook,other skills,Navy,1,0%
Amazon,interpersonal skills,Negotiation,1,1%
Google,interpersonal skills,Negotiation,1,1%
Microsoft,interpersonal skills,Negotiation,2,1%
Amazon,other skills,Neo4j,2,1%
Microsoft,other skills,NER,1,0%
Facebook,other skills,Netezza,1,0%
Microsoft,other skills,Netezza,1,0%
Amazon,other skills,Netezza,1,1%
Google,Industry Knowledge,Network Administration,1,1%
Facebook,other skills,Network Administration,1,0%
Microsoft,other skills,Network Analysis,1,0%
Microsoft,Industry Knowledge,Network Architecture,1,0%
Google,Industry Knowledge,Network Architecture,1,1%
Facebook,other skills,Network Architecture,1,0%
Microsoft,Industry Knowledge,Network Design,1,0%
Amazon,Industry Knowledge,Network Design,1,1%
Google,other skills,Network Design,1,1%
Amazon,other skills,Network Modeling,1,1%
Facebook,other skills,Network Optimization,1,0%
Facebook,other skills,Network Programming,1,0%
Microsoft,Industry Knowledge,Network Security,2,1%
Microsoft,other skills,Networking,1,0%
Facebook,other skills,Networking,2,1%
Google,other skills,Networking,1,1%
Microsoft,other skills,NetworkX,2,1%
Amazon,other skills,Neural Networks,2,1%
Facebook,other skills,Neural Networks,4,1%
Google,other skills,Neural Networks,1,1%
Microsoft,other skills,Neural Networks,6,2%
Microsoft,other skills,Neuroimaging,1,0%
Facebook,other skills,Neuroimaging,3,1%
Facebook,other skills,Neurophysiology,1,0%
Amazon,Industry Knowledge,Neuroscience,2,1%
Google,Industry Knowledge,Neuroscience,1,1%
Microsoft,Industry Knowledge,Neuroscience,3,1%
Facebook,Industry Knowledge,Neuroscience,6,2%
Facebook,other skills,New Business Development,1,0%
Amazon,other skills,New Business Development,1,1%
Google,other skills,New Business Development,1,1%
Microsoft,other skills,New Business Development,2,1%
Google,Industry Knowledge,New Media,1,1%
Facebook,other skills,New Media,1,0%
Amazon,other skills,New Product management,1,1%
Microsoft,other skills,NextGen Sequencing,1,0%
Microsoft,other skills,NGN,1,0%
Facebook,other skills,NGS,1,0%
Microsoft,other skills,NGS,1,0%
Microsoft,other skills,NI LabVIEW,1,0%
Microsoft,Industry Knowledge,NLP,1,0%
Amazon,Industry Knowledge,NLP,1,1%
Facebook,Industry Knowledge,NLP,5,1%
Google,Industry Knowledge,NLP,1,1%
Amazon,other skills,NLTK,2,1%
Microsoft,other skills,NLTK,2,1%
Facebook,Tools and Technologies,Node.js,1,0%
Amazon,Tools and Technologies,Node.js,2,1%
Google,Tools and Technologies,Node.js,2,1%
Microsoft,Tools and Technologies,Node.js,2,1%
Amazon,other skills,Non-linear Analysis,1,1%
Facebook,other skills,Nonlinear Dynamics,1,0%
Amazon,other skills,Nonlinear Dynamics,1,1%
Amazon,other skills,Nonlinear Optics,1,1%
Microsoft,other skills,Nonlinear Optimization,1,0%
Google,Industry Knowledge,Nonprofit Organizations,1,1%
Microsoft,Industry Knowledge,Nonprofits,1,0%
Facebook,Industry Knowledge,Nonprofits,6,2%
Google,Industry Knowledge,Nonprofits,3,2%
Apple,Tools and Technologies,NoSQL,7,4%
Amazon,Tools and Technologies,NoSQL,2,1%
Facebook,Tools and Technologies,NoSQL,2,1%
Google,Tools and Technologies,NoSQL,1,1%
Microsoft,Tools and Technologies,NoSQL,6,2%
Microsoft,other skills,Nuclear Physics,1,0%
Google,other skills,Nuclear Physics,1,1%
Facebook,other skills,Number Theory,1,0%
Microsoft,other skills,Number Theory,1,0%
Amazon,Industry Knowledge,Numerical Analysis,6,3%
Facebook,Industry Knowledge,Numerical Analysis,15,4%
Google,Industry Knowledge,Numerical Analysis,6,4%
Apple,Industry Knowledge,Numerical Analysis,10,5%
Microsoft,Industry Knowledge,Numerical Analysis,15,5%
Facebook,other skills,Numerical Linear Algebra,1,0%
Facebook,other skills,Numerical Optimization,1,0%
Facebook,other skills,Numerical Simulation,1,0%
Microsoft,other skills,Numerical Simulation,4,1%
Facebook,other skills,NumPy,6,2%
Microsoft,other skills,NumPy,5,2%
Amazon,other skills,NumPy,6,3%
Microsoft,Tools and Technologies,NX Unigraphics,1,0%
Facebook,other skills,OBIA,1,0%
Amazon,other skills,OBIEE,1,1%
Facebook,other skills,OBIEE,3,1%
Microsoft,other skills,Object Detection,1,0%
Amazon,Industry Knowledge,Object Oriented Design,1,1%
Facebook,Industry Knowledge,Object Oriented Design,4,1%
Google,Industry Knowledge,Object Oriented Design,1,1%
Microsoft,Industry Knowledge,Object Oriented Design,12,4%
Facebook,Tools and Technologies,Objective-C,1,0%
Microsoft,Tools and Technologies,Objective-C,4,1%
Facebook,Industry Knowledge,Object-Oriented Programming (OOP),3,1%
Microsoft,Industry Knowledge,Object-Oriented Programming (OOP),4,1%
Amazon,other skills,OCaml,1,1%
Facebook,other skills,OCaml,2,1%
Google,other skills,OCaml,1,1%
Facebook,other skills,Octave,1,0%
Microsoft,other skills,Octave,1,0%
Amazon,other skills,Octave,1,1%
Microsoft,Tools and Technologies,Office 365,2,1%
Facebook,Industry Knowledge,Office Administration,1,0%
Amazon,other skills,OGRE,1,1%
Amazon,Industry Knowledge,Oil/Gas,2,1%
Amazon,other skills,OLAP,1,1%
Facebook,other skills,OLAP,3,1%
Microsoft,other skills,OLAP,4,1%
Microsoft,other skills,OLAP Cube,1,0%
Facebook,other skills,OLTP,1,0%
Facebook,other skills,Omniture,3,1%
Google,other skills,Omniture,2,1%
Microsoft,other skills,Omniture,3,1%
Microsoft,other skills,one class support vector machines,1,0%
Microsoft,Industry Knowledge,Online Advertising,3,1%
Facebook,Industry Knowledge,Online Advertising,18,5%
Google,Industry Knowledge,Online Advertising,9,6%
Microsoft,Tools and Technologies,Online Advertising,1,0%
Facebook,Industry Knowledge,Online Gaming,2,1%
Google,Industry Knowledge,Online Marketing,1,1%
Facebook,Industry Knowledge,Online Marketing,8,2%
Microsoft,other skills,Online Retail,1,0%
Google,other skills,Online Retail,1,1%
Google,other skills,Online Sales,1,1%
Microsoft,other skills,Online Services,2,1%
Google,other skills,Online Strategy,1,1%
Microsoft,other skills,Ontologies,1,0%
Microsoft,other skills,Ontology Engineering,1,0%
Microsoft,other skills,OOA/D,1,0%
Facebook,Industry Knowledge,OOP,2,1%
Microsoft,Industry Knowledge,OOP,6,2%
Microsoft,other skills,OOP (Conceitos de orientação a objetos),1,0%
Microsoft,other skills,Open Government,1,0%
Google,Tools and Technologies,Open Source,1,1%
Microsoft,other skills,OpenCL,3,1%
Microsoft,other skills,OpenCL (AMD Accelerated Parallel Processing SDK),1,0%
Facebook,other skills,OpenCV,1,0%
Amazon,other skills,OpenCV,2,1%
Microsoft,other skills,OpenCV,3,1%
Microsoft,other skills,Openfire,1,0%
Facebook,Tools and Technologies,OpenGL,2,1%
Google,Tools and Technologies,OpenGL,1,1%
Microsoft,Tools and Technologies,OpenGL,2,1%
Microsoft,other skills,OpenMP,1,0%
Facebook,Tools and Technologies,Operating Systems,1,0%
Amazon,Tools and Technologies,Operating Systems,1,1%
Microsoft,Tools and Technologies,Operating Systems,5,2%
Microsoft,Industry Knowledge,Operation Research,1,0%
Microsoft,other skills,Operational Analysis,1,0%
Amazon,other skills,Operational Analysis,1,1%
Microsoft,Industry Knowledge,Operational Excellence,1,0%
Google,Industry Knowledge,Operations Management,2,1%
Microsoft,Industry Knowledge,Operations Management,3,1%
Amazon,Industry Knowledge,Operations Management,3,2%
Facebook,Industry Knowledge,Operations Management,6,2%
Amazon,Industry Knowledge,Operations Research,6,3%
Facebook,Industry Knowledge,Operations Research,10,3%
Apple,Industry Knowledge,Operations Research,8,4%
Microsoft,Industry Knowledge,Operations Research,13,4%
Google,Industry Knowledge,Operations Research,7,5%
Microsoft,other skills,OPL,1,0%
Amazon,other skills,Optical Imaging,1,1%
Amazon,Industry Knowledge,Optics,1,1%
Facebook,Industry Knowledge,Optics,3,1%
Google,Industry Knowledge,Optics,1,1%
Microsoft,Industry Knowledge,Optics,2,1%
Amazon,other skills,Optimal Workshop,1,1%
Amazon,Industry Knowledge,Optimization,13,7%
Facebook,Industry Knowledge,Optimization,33,9%
Microsoft,Industry Knowledge,Optimization,29,9%
Apple,Industry Knowledge,Optimization,19,10%
Google,Industry Knowledge,Optimization,16,11%
Microsoft,other skills,Optimization Algorithms,1,0%
Facebook,other skills,Optimization Modeling,1,0%
Facebook,other skills,Optimization Models,1,0%
Microsoft,Industry Knowledge,Optimizations,1,0%
Google,Industry Knowledge,Optimizations,1,1%
Google,other skills,Option Pricing Models,1,1%
Facebook,other skills,Option Valuation,1,0%
Amazon,Industry Knowledge,Options,1,1%
Facebook,Industry Knowledge,Options,3,1%
Google,other skills,Options,1,1%
Facebook,Tools and Technologies,Oracle,6,2%
Microsoft,Tools and Technologies,Oracle,15,5%
Amazon,Tools and Technologies,Oracle,10,6%
Amazon,other skills,Oracle Application Express,1,1%
Facebook,Tools and Technologies,Oracle Applications,1,0%
Amazon,Tools and Technologies,Oracle E-Business Suite,1,1%
Facebook,Tools and Technologies,Oracle E-Business Suite,3,1%
Facebook,Tools and Technologies,Oracle SQL,2,1%
Google,Tools and Technologies,Oracle SQL,1,1%
Facebook,Tools and Technologies,Oracle SQL Developer,1,0%
Amazon,Tools and Technologies,Oracle SQL Developer,2,1%
Facebook,other skills,OrCAD Capture,1,0%
Facebook,Industry Knowledge,Orchestral Music,1,0%
Microsoft,other skills,Order Fulfillment,1,0%
Microsoft,Industry Knowledge,Organic Chemistry,1,0%
Microsoft,interpersonal skills,Organizational Development,1,0%
Amazon,interpersonal skills,Organizational Development,1,1%
Facebook,other skills,OriginLab,1,0%
Facebook,Tools and Technologies,OS X,1,0%
Google,Tools and Technologies,OS X,1,1%
Microsoft,Tools and Technologies,OS X,2,1%
Google,Industry Knowledge,OSPF,1,1%
Facebook,other skills,OSPF,1,0%
Microsoft,Tools and Technologies,Outlook,1,0%
Facebook,Tools and Technologies,Outlook,2,1%
Microsoft,Industry Knowledge,Outsourcing,1,0%
Amazon,Industry Knowledge,Outsourcing,1,1%
Google,Industry Knowledge,Outsourcing,1,1%
Facebook,other skills,Outsourcing,1,0%
Google,Industry Knowledge,Painting,1,1%
Facebook,other skills,Painting,1,0%
Amazon,other skills,Pair Programming,1,1%
Microsoft,Tools and Technologies,Pandas,4,1%
Facebook,Tools and Technologies,Pandas,7,2%
Amazon,Tools and Technologies,Pandas,6,3%
Facebook,other skills,Panel Data Analysis,1,0%
Facebook,other skills,Pants,1,0%
Microsoft,other skills,Parallel Algorithms,1,0%
Amazon,other skills,Parallel Computing,1,1%
Facebook,other skills,Parallel Computing,2,1%
Google,other skills,Parallel Computing,1,1%
Microsoft,other skills,Parallel Computing,5,2%
Facebook,other skills,Parallel Programming,2,1%
Google,other skills,Parallel Programming,1,1%
Microsoft,other skills,Parallel Programming,4,1%
Facebook,other skills,Parody,1,0%
Facebook,other skills,Partial Differential Equations,1,0%
Microsoft,other skills,Partial Differential Equations,1,0%
Microsoft,other skills,Particle Physics,1,0%
Facebook,other skills,Particle Physics,3,1%
Google,other skills,Particle Physics,1,1%
Microsoft,interpersonal skills,Partner Management,2,1%
Facebook,other skills,Passionate about work,1,0%
Facebook,other skills,Patent Prosecution,1,0%
Facebook,Industry Knowledge,Patents,1,0%
Amazon,Industry Knowledge,Patents,1,1%
Microsoft,Industry Knowledge,Patents,2,1%
Facebook,other skills,Pattern,1,0%
Facebook,other skills,pattern drafting,1,0%
Facebook,other skills,Pattern Recognition,9,3%
Amazon,other skills,Pattern Recognition,8,5%
Apple,Other Skills,Pattern Recognition,10,5%
Google,other skills,Pattern Recognition,7,5%
Microsoft,other skills,Pattern Recognition,17,5%
